date,visitors
2010-04-11,1056.46382612098
2010-04-12,1040.26366222944
2010-04-13,1051.68778452381
2010-04-14,1041.88383127706
2010-04-15,1081.48428365801
2010-04-16,984.997734454314
2010-04-17,994.042619139194
2010-04-18,1033.2079202381
2010-04-19,1050.56801937229
2010-04-20,1010.30595270563
2010-04-21,973.201693975469
2010-04-22,933.421952705628
2010-04-23,981.537237321012
2010-04-24,1104.75261785714
2010-04-25,1036.55865637255
2010-04-26,946.138779818547
2010-04-27,822.968084405301
2010-04-28,874.919184362859
2010-04-29,966.612053442146
2010-04-30,883.065283596838
2010-05-01,954.24700495482
2010-05-02,828.897672547614
2010-05-03,493.520045755942
2010-05-04,533.471959951116
2010-05-05,542.332550394006
2010-05-06,539.821847859325
2010-05-07,518.723615823969
2010-05-08,506.167979316033
2010-05-09,501.866901921998
2010-05-10,533.065484044637
2010-05-11,531.773473930545
2010-05-12,505.434693374989
2010-05-13,684.272010695764
2010-05-14,684.451177770465
2010-05-15,515.316637422608
2010-05-16,796.024885474301
2010-05-17,849.929002492669
2010-05-18,824.528636405978
2010-05-19,856.598072730764
2010-05-20,766.847737596454
2010-05-21,778.529847764804
2010-05-22,790.52539096947
2010-05-23,809.443227477406
2010-05-24,1002.6124932124
2010-05-25,1124.85433878788
2010-05-26,856.302123722828
2010-05-27,816.357946767046
2010-05-28,763.625633093348
2010-05-29,780.761487596454
2010-05-30,876.522909006919
2010-05-31,843.908184620264
2010-06-01,699.833705622009
2010-06-02,658.405160383914
2010-06-03,803.089158796613
2010-06-04,756.138459987089
2010-06-05,869.354060780739
2010-06-06,1455.34627698413
2010-06-07,739.860266336295
2010-06-08,839.217851514344
2010-06-09,909.517453101646
2010-06-10,981.384917476968
2010-06-11,963.03824093947
2010-06-12,701.509008002962
2010-06-13,720.513196206426
2010-06-14,689.446013579403
2010-06-15,911.129359391535
2010-06-16,709.243541336295
2010-06-17,893.232648875977
2010-06-18,817.257927447406
2010-06-19,851.030701058201
2010-06-20,760.639399561404
2010-06-21,732.840504720134
2010-06-22,666.190294114073
2010-06-23,850.704248875978
2010-06-24,1720.24895
2010-06-25,951.134171428572
2010-06-26,965.644378571429
2010-06-27,1898.9228
2010-06-28,2119.27003333333
2010-06-29,1975.03076666667
2010-06-30,1466.30562380952
2010-07-01,2219.0258
2010-07-02,2711.09
2010-07-03,2603.32036666667
2010-07-04,1878.63137394958
2010-07-05,1254.18460615657
2010-07-06,1349.81776651066
2010-07-07,1461.26955727969
2010-07-08,2569.6655
2010-07-09,2719.37763333333
2010-07-10,2684.05946666667
2010-07-11,2469.25453333334
2010-07-12,2602.0157
2010-07-13,2036.97206666667
2010-07-14,2639.49926666667
2010-07-15,1903.50647539682
2010-07-16,2540.49704444445
2010-07-17,1677.5597547619
2010-07-18,1901.25393333333
2010-07-19,2333.62639047619
2010-07-20,2458.02333333333
2010-07-21,2757.55243181818
2010-07-22,1932.14363650794
2010-07-23,1951.81624963925
2010-07-24,1818.27419523809
2010-07-25,1908.78498333333
2010-07-26,2127.53051948052
2010-07-27,1833.07322460318
2010-07-28,1812.30692734488
2010-07-29,2140.66281746032
2010-07-30,1910.7108020202
2010-07-31,1921.72932222222
2010-08-01,1950.29868174603
2010-08-02,2254.61391428571
2010-08-03,1866.45066031746
2010-08-04,2020.23901067821
2010-08-05,1091.7229516725
2010-08-06,1165.08591705092
2010-08-07,1346.9334975987
2010-08-08,1155.59632586498
2010-08-09,1049.57549349734
2010-08-10,1261.05323440458
2010-08-11,1023.02044299229
2010-08-12,1084.45234805325
2010-08-13,1106.1331495561
2010-08-14,987.542271778321
2010-08-15,1189.45219789295
2010-08-16,1215.04959082224
2010-08-17,1132.05021100206
2010-08-18,1078.43251401016
2010-08-19,1062.98325980141
2010-08-20,1267.84310752711
2010-08-21,1595.50807788333
2010-08-22,1419.78532463657
2010-08-23,1339.49889183234
2010-08-24,1097.04888072123
2010-08-25,1098.81346338301
2010-08-26,1194.47392415557
2010-08-27,1149.09589096654
2010-08-28,1218.22403469863
2010-08-29,1147.06451042725
2010-08-30,1140.17996757011
2010-08-31,1102.7465102108
2010-09-01,770.231010096323
2010-09-02,708.131604540768
2010-09-03,775.357218336621
2010-09-04,722.84573422003
2010-09-05,841.693636316361
2010-09-06,861.084417329703
2010-09-07,820.247567789261
2010-09-08,718.345635978612
2010-09-09,678.514014386478
2010-09-10,768.872769513724
2010-09-11,797.721548371314
2010-09-12,714.444994272411
2010-09-13,781.220585316662
2010-09-14,902.365731045381
2010-09-15,749.291700316276
2010-09-16,776.964193360136
2010-09-17,891.536034889997
2010-09-18,902.571396139134
2010-09-19,879.581812805801
2010-09-20,712.941932103321
2010-09-21,793.335724731941
2010-09-22,851.108150286392
2010-09-23,762.598567423687
2010-09-24,686.168041373831
2010-09-25,744.220654021338
2010-09-26,847.966795728471
2010-09-27,852.965529759976
2010-09-28,706.439524330627
2010-09-29,848.370752594193
2010-09-30,810.081085733704
2010-10-01,883.459904428904
2010-10-02,913.786394663549
2010-10-03,1202.38145897436
2010-10-04,967.443091430391
2010-10-05,1040.83668222065
2010-10-06,971.228594729794
2010-10-07,907.447709998425
2010-10-08,847.667932681298
2010-10-09,955.980539321789
2010-10-10,941.716708585859
2010-10-11,1297.19834559884
2010-10-12,1266.73936666667
2010-10-13,1233.11169004329
2010-10-14,1273.83604242424
2010-10-15,1464.35515194805
2010-10-16,1460.38603650794
2010-10-17,1254.19761428571
2010-10-18,1458.71641428571
2010-10-19,1444.75428095238
2010-10-20,1484.43268095238
2010-10-21,1416.54146428571
2010-10-22,1347.26826666667
2010-10-23,1472.06008095238
2010-10-24,954.235874347874
2010-10-25,921.987865197547
2010-10-26,935.083557681207
2010-10-27,888.614483052937
2010-10-28,844.763064871119
2010-10-29,998.195057897658
2010-10-30,857.16480021645
2010-10-31,986.850965601066
2010-11-01,810.639235517533
2010-11-02,784.446262044488
2010-11-03,787.513640936284
2010-11-04,831.20650983326
2010-11-05,915.924354854905
2010-11-06,730.672017600044
2010-11-07,1037.67071826923
2010-11-08,662.774663919414
2010-11-09,609.379969230769
2010-11-10,763.082214603635
2010-11-11,905.06846881609
2010-11-12,775.618134861949
2010-11-13,718.310486021899
2010-11-14,807.475927932621
2010-11-15,837.920829941756
2010-11-16,807.699303935138
2010-11-17,622.736969246032
2010-11-18,759.876864008397
2010-11-19,644.141092613126
2010-11-20,764.017203724237
2010-11-21,736.386668220851
2010-11-22,704.48760795177
2010-11-23,706.113435531136
2010-11-24,654.393830173993
2010-11-25,721.087418452381
2010-11-26,569.639392078754
2010-11-27,569.794425412088
2010-11-29,552.791089880952
2010-11-30,658.854401602564
2010-12-01,643.249604578754
2010-12-02,637.321593467643
2010-12-03,671.742847435897
2010-12-04,666.490943467644
2010-12-05,642.69048076923
2010-12-06,841.683541880342
2010-12-07,656.88658076923
2010-12-08,660.751976800977
2010-12-09,614.788693467643
2010-12-10,649.564843467644
2010-12-11,668.039921245421
2010-12-12,688.216525213675
2010-12-13,669.355954578755
2010-12-14,624.618369658119
2010-12-15,656.88658076923
2010-12-16,651.710876800977
2010-12-17,633.836326800977
2010-12-18,650.734743467644
2010-12-19,639.792026800977
2010-12-20,656.368114102564
2010-12-21,656.368114102564
2010-12-22,716.252993467644
2010-12-23,759.34011013431
2010-12-24,1144.9109
2010-12-26,1036.2508
2010-12-27,1144.9109
2010-12-28,1144.9109
2010-12-29,1144.9109
2010-12-30,1214.3998
2010-12-31,1214.55226666667
