date,visitors
2010-06-02,666.0196444
2010-06-03,789.5881111
2010-06-04,780.6401235
2010-06-05,867.5732738
2010-06-06,1456.972526
2010-06-07,739.0708128
2010-06-08,844.2927685
2010-06-09,916.0428032
2010-06-10,976.8482725
2010-06-11,985.5558998
2010-06-12,702.8746551
2010-06-13,737.4204299
2010-06-14,681.7804386
2010-06-15,876.0093996
2010-06-16,711.8179923
2010-06-17,884.7412392
2010-06-18,813.0974487
2010-06-19,871.8839838
2010-06-20,766.1132938
2010-06-21,734.9343154
2010-06-22,653.8838744
2010-06-23,830.7138226
2010-06-24,1749.605141
2010-06-25,960.5949314
2010-06-26,989.758045
2010-06-27,1924.086274
2010-06-28,2149.162822
2010-06-29,1976.40616
2010-06-30,1466.210278
2010-07-01,2212.709678
2010-07-02,2725.250077
2010-07-03,2603.472274
2010-07-04,1897.363364
2010-07-05,1309.539086
2010-07-06,1361.816543
2010-07-07,1555.103962
2010-07-08,2613.957479
2010-07-09,2724.400413
2010-07-10,2689.199477
2010-07-11,2483.549407
2010-07-12,2614.008683
2010-07-13,2065.894707
2010-07-14,2604.073583
2010-07-15,1908.908336
2010-07-16,2544.047126
2010-07-17,1684.74478
2010-07-18,1893.286949
2010-07-19,2377.910325
2010-07-20,2470.238595
2010-07-21,2750.49916
2010-07-22,1892.185194
2010-07-23,1936.328721
2010-07-24,1837.479302
2010-07-25,1899.950936
2010-07-26,2096.317881
2010-07-27,1815.686938
2010-07-28,1815.998463
2010-07-29,2114.941863
2010-07-30,1908.229346
2010-07-31,1932.055026
2010-08-01,1919.639735
2010-08-02,2223.638944
2010-08-03,1825.535148
2010-08-04,1987.289976
2010-08-05,1079.250994
2010-08-06,1194.715774
2010-08-07,1360.433137
2010-08-08,1196.409394
2010-08-09,1068.158507
2010-08-10,1249.240188
2010-08-11,1028.063585
2010-08-12,1104.393091
2010-08-13,1118.649187
2010-08-14,985.4211327
2010-08-15,1239.649316
2010-08-16,1261.37196
2010-08-17,1173.596622
2010-08-18,1088.774585
2010-08-19,1061.451182
2010-08-20,1260.026879
2010-08-21,1590.888966
2010-08-22,1414.53515
2010-08-23,1368.165077
2010-08-24,1130.405443
2010-08-25,1133.207502
2010-08-26,1233.097624
2010-08-27,1195.640605
2010-08-28,1260.87365
2010-08-29,1181.836003
2010-08-30,1171.144705
2010-08-31,1085.83711
2010-09-01,780.8915985
2010-09-02,726.3564006
2010-09-03,791.5122384
2010-09-04,721.0747948
2010-09-05,830.1374544
2010-09-06,856.114083
2010-09-07,827.3906179
2010-09-08,713.5553931
2010-09-09,693.8561993
2010-09-10,778.1010381
2010-09-11,785.3320915
2010-09-12,732.0841575
2010-09-13,744.9975685
2010-09-14,916.476325
2010-09-15,783.739486
2010-09-16,804.9426072
2010-09-17,895.1744628
2010-09-18,879.51694
2010-09-19,881.7512164
2010-09-20,705.8674452
2010-09-21,795.2012024
2010-09-22,828.3943207
2010-09-23,767.2449058
2010-09-24,706.6653513
2010-09-25,748.0590574
2010-09-26,866.6879693
2010-09-27,887.2230041
2010-09-28,718.3275539
2010-09-29,843.534142
2010-09-30,791.975607
2010-10-01,888.967618
2010-10-02,909.6955442
2010-10-03,1186.589504
2010-10-04,957.7305291
2010-10-05,1007.271971
2010-10-06,967.0760516
2010-10-07,924.5197677
2010-10-08,858.2405826
2010-10-09,975.4450696
2010-10-10,943.1069849
2010-10-11,1275.912889
2010-10-12,1207.150449
2010-10-13,1216.612357
2010-10-14,1205.289961
2010-10-15,1444.830627
2010-10-16,1440.919273
2010-10-17,1228.986615
2010-10-18,1431.448087
2010-10-19,1419.850433
2010-10-20,1459.748677
2010-10-21,1428.045001
2010-10-22,1369.486941
2010-10-23,1467.87875
2010-10-24,976.5274584
2010-10-25,920.4023137
2010-10-26,950.6730192
2010-10-27,897.3549128
2010-10-28,883.4494235
2010-10-29,993.7586768
2010-10-30,820.6298503
2010-10-31,977.9902097
2010-11-01,821.3142894
2010-11-02,772.0354821
2010-11-03,808.4058017
2010-11-04,844.1036899
2010-11-05,914.3517149
2010-11-06,733.7473058
2010-11-07,1046.562961
2010-11-08,675.7655644
2010-11-09,620.5998869
2010-11-10,759.11374
2010-11-11,917.7975794
2010-11-12,790.8477355
2010-11-13,702.1497748
2010-11-14,787.2264302
2010-11-15,835.4861129
2010-11-16,789.6668145
2010-11-17,672.5981327
2010-11-18,766.6935421
2010-11-19,664.0941406
2010-11-20,745.8818244
2010-11-21,746.8051111
2010-11-22,719.7956595
2010-11-23,705.8003149
2010-11-24,669.816395
2010-11-25,717.4638309
2010-11-26,568.8622363
2010-11-27,573.1275667
2010-11-29,547.1553386
2010-11-30,631.3398526
2010-12-01,645.9722913
2010-12-02,632.7508191
2010-12-03,653.4303401
2010-12-04,643.3270001
2010-12-05,633.1142748
2010-12-06,838.9752448
2010-12-07,638.7687081
2010-12-08,627.4014454
2010-12-09,606.8595664
2010-12-10,631.8180044
2010-12-11,654.0448246
2010-12-12,684.3889123
2010-12-13,659.303158
2010-12-14,621.2503386
2010-12-15,638.7687081
2010-12-16,632.9791711
2010-12-17,617.0961331
2010-12-18,622.3896164
2010-12-19,619.4365831
2010-12-20,642.7041248
2010-12-21,642.7471248
2010-12-22,714.5962393
2010-12-23,751.9909742
2010-12-24,1154.740923
2010-12-26,1030.78135
2010-12-27,1154.740923
2010-12-28,1154.740923
2010-12-29,1154.740923
2010-12-30,1184.22772
2010-12-31,1182.201954
