date,visitors
2010-03-23,1074.035731
2010-03-24,1284.437787
2010-03-25,1208.079099
2010-03-26,1385.727571
2010-03-27,1260.405744
2010-03-28,1042.880176
2010-03-29,1779.340089
2010-03-30,1443.223735
2010-03-31,1634.632643
2010-04-01,1597.906009
2010-04-02,1215.168788
2010-04-03,1284.231501
2010-04-04,1092.69068
2010-04-05,1043.063739
2010-04-06,1298.151871
2010-04-07,1105.090419
2010-04-08,1451.771743
2010-04-09,1184.063196
2010-04-10,1662.424793
2010-04-11,2110.864568
2010-04-12,724.9523734
2010-04-13,735.1135317
2010-04-14,757.3957311
2010-04-15,721.4101793
2010-04-16,846.7911479
2010-04-17,1243.941023
2010-04-18,1273.84455
2010-04-19,739.1455944
2010-04-20,659.1044205
2010-04-21,727.2231616
2010-04-22,686.0054597
2010-04-23,886.1348914
2010-04-24,1254.778867
2010-04-25,1495.747731
2010-04-26,712.9674473
2010-04-27,682.3298252
2010-04-28,740.6363596
2010-04-29,712.4553837
2010-04-30,707.1476178
2010-05-01,1140.2807
2010-05-02,1445.878777
2010-05-03,544.4296482
2010-05-04,485.8859367
2010-05-05,532.4552714
2010-05-06,397.0038521
2010-05-07,514.6266909
2010-05-08,1054.473335
2010-05-09,1194.037439
2010-05-10,707.7406469
2010-05-11,452.5250839
2010-05-12,508.5549223
2010-05-13,1202.077576
2010-05-14,1046.51272
2010-05-15,1082.490317
2010-05-16,1362.070655
2010-05-17,694.047104
2010-05-18,661.4540153
2010-05-19,647.7477189
2010-05-20,604.3742005
2010-05-21,743.0337342
2010-05-22,1178.923785
2010-05-23,1466.105977
2010-05-24,1108.807262
2010-05-25,1160.263915
2010-05-26,736.426007
2010-05-27,651.1136701
2010-05-28,683.6068536
2010-05-29,1157.674245
2010-05-30,1959.349843
2010-05-31,757.6614898
2010-06-01,655.2446391
2010-06-02,721.6232465
2010-06-03,1162.37206
2010-06-04,755.0304373
2010-06-05,1020.871948
2010-06-06,2211.016546
2010-06-07,765.3081246
2010-06-08,681.4387293
2010-06-09,1024.274635
2010-06-10,794.621449
2010-06-11,854.1147231
2010-06-12,1205.159537
2010-06-13,1682.54068
2010-06-14,617.2933846
2010-06-15,629.3164705
2010-06-16,798.1745511
2010-06-17,831.8304152
2010-06-18,539.2673501
2010-06-19,1228.418157
2010-06-20,1456.398226
2010-06-21,525.9234069
2010-06-22,715.4893443
2010-06-23,1016.06724
2010-06-24,2302.533172
2010-06-25,1654.3714
2010-06-26,2064.077298
2010-06-27,3147.001883
2010-06-28,2663.289134
2010-06-29,2460.657393
2010-06-30,2041.920489
2010-07-01,2450.631092
2010-07-02,2781.469431
2010-07-03,2765.026521
2010-07-04,2099.157505
2010-07-05,1477.08788
2010-07-06,1614.898219
2010-07-07,2333.473858
2010-07-08,2666.476712
2010-07-09,2740.81816
2010-07-10,2945.676518
2010-07-11,2457.777549
2010-07-12,2307.436783
2010-07-13,2375.22357
2010-07-14,2476.714661
2010-07-15,2133.123283
2010-07-16,2646.477281
2010-07-17,1780.479798
2010-07-18,2191.829825
2010-07-19,2590.023826
2010-07-20,2842.9403
2010-07-21,3051.285762
2010-07-22,1685.394377
2010-07-23,1911.8567
2010-07-24,1853.726957
2010-07-25,2194.335705
2010-07-26,1860.446699
2010-07-27,1748.833855
2010-07-28,2082.536293
2010-07-29,1843.151473
2010-07-30,1435.413533
2010-07-31,1810.204368
2010-08-01,2250.278016
2010-08-02,1884.118492
2010-08-03,1645.884057
2010-08-04,2084.113025
2010-08-05,689.6743751
2010-08-06,822.4328464
2010-08-07,1020.923783
2010-08-08,2104.221449
2010-08-09,968.7572508
2010-08-10,1250.781222
2010-08-11,1206.921009
2010-08-12,1167.257054
2010-08-13,1039.05165
2010-08-14,1307.602512
2010-08-15,2072.445788
2010-08-16,1187.003617
2010-08-17,1240.81542
2010-08-18,1348.249379
2010-08-19,1083.318882
2010-08-20,1029.284212
2010-08-21,1472.756676
2010-08-22,2130.646669
2010-08-23,1355.971858
2010-08-24,1289.462907
2010-08-25,1286.390314
2010-08-26,867.0250266
2010-08-27,1062.463494
2010-08-28,1458.75198
2010-08-29,2216.004004
2010-08-30,776.1552604
2010-08-31,753.3205618
2010-09-01,604.4049843
2010-09-02,591.5124877
2010-09-03,628.6912243
2010-09-04,973.2811304
2010-09-05,1427.737259
2010-09-06,584.9597247
2010-09-07,541.0786069
2010-09-08,614.0661199
2010-09-09,603.6120498
2010-09-10,665.0544094
2010-09-11,969.3131012
2010-09-12,1470.203369
2010-09-13,638.5361737
2010-09-14,693.2908902
2010-09-15,713.010452
2010-09-16,626.2055465
2010-09-17,682.423255
2010-09-18,1188.915951
2010-09-19,1411.098301
2010-09-20,587.6741299
2010-09-21,637.6016899
2010-09-22,716.4670412
2010-09-23,607.8926058
2010-09-24,724.994575
2010-09-25,999.9622821
2010-09-26,1511.656089
2010-09-27,684.9215227
2010-09-28,581.25446
2010-09-29,594.3774215
2010-09-30,568.0362632
2010-10-01,798.3985453
2010-10-02,1021.588362
2010-10-03,1909.667506
2010-10-04,636.1778157
2010-10-05,621.8117444
2010-10-06,636.3848421
2010-10-07,629.0421312
2010-10-08,735.7650416
2010-10-09,1174.89666
2010-10-10,1576.955104
2010-10-11,611.5743048
2010-10-12,1299.091432
2010-10-13,1493.784143
2010-10-14,1329.041056
2010-10-15,1750.107728
2010-10-16,1390.376172
2010-10-17,1655.985753
2010-10-18,1208.444225
2010-10-19,1719.217308
2010-10-20,1591.213905
2010-10-21,1583.694698
2010-10-22,1413.379384
2010-10-23,1387.526976
2010-10-24,1518.84321
2010-10-25,650.7092608
2010-10-26,580.0135636
2010-10-27,598.0214414
2010-10-28,620.0071549
2010-10-29,625.2262518
2010-10-30,808.0309551
2010-10-31,1541.489905
2010-11-01,1308.306892
2010-11-02,580.9647123
2010-11-03,665.658702
2010-11-04,652.7152197
2010-11-05,715.5931876
2010-11-06,1287.288516
2010-11-07,1727.505161
2010-11-08,594.9381823
2010-11-09,574.1725607
2010-11-10,560.187443
2010-11-11,567.9440967
2010-11-12,617.968939
2010-11-13,1294.695025
2010-11-14,1607.690111
2010-11-15,610.8114517
2010-11-16,605.5207028
2010-11-17,574.8570456
2010-11-18,563.8320453
2010-11-19,631.4652373
2010-11-20,1029.944702
2010-11-21,1452.245105
2010-11-22,606.9983045
2010-11-23,556.6408922
2010-11-24,557.2133865
2010-11-25,533.5361637
2010-11-26,586.3410108
2010-11-27,878.2567434
2010-11-29,577.792851
2010-11-30,469.7032355
2010-12-01,560.5934428
2010-12-02,452.9434394
2010-12-03,435.2112341
2010-12-04,658.0573785
2010-12-05,570.2471356
2010-12-06,314.9689048
2010-12-07,352.6298549
2010-12-08,433.079147
2010-12-09,271.9364138
2010-12-10,335.8150201
2010-12-11,939.8168182
2010-12-12,1312.264359
2010-12-13,515.5714664
2010-12-14,336.4928575
2010-12-15,390.1027633
2010-12-16,334.9480839
2010-12-17,203.2253672
2010-12-18,187.8931922
2010-12-19,273.6654969
2010-12-20,156.616641
2010-12-21,106.3719618
2010-12-22,324.441048
2010-12-23,274.7915012
2010-12-24,138.2767049
2010-12-26,193.7925419
2010-12-27,173.5731035
2010-12-28,159.4758395
2010-12-29,247.3132061
2010-12-30,186.2696273
2010-12-31,176.2980824
